Event,Date,Location,WL,Fighter_A,Fighter_B,Fighter_A_KD,Fighter_B_KD,Fighter_A_STR,Fighter_B_STR,Fighter_A_TD,Fighter_B_TD,Fighter_A_SUB,Fighter_B_SUB,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus,Year,Outcome
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Renato Moicano,Chris Duncan,0,0,21,27,1,0,1,0,SUB,Rear Naked Choke,2,3:14,Lightweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Virna Jandiroba,Tabatha Ricci,0,0,26,37,6,1,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Abdul Rakhman Yakhyaev,Brendson Ribeiro,0,0,7,8,2,0,1,0,SUB,Rear Naked Choke,1,2:52,Light Heavyweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Ethyn Ewing,Rafael Estevam,1,0,114,44,0,0,0,0,KO/TKO,Punch,3,1:44,Bantamweight,0,0,0,0,0,2026,KO
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Tommy McMillen,Manolo Zecchini,1,0,74,20,0,0,0,0,KO/TKO,Knee,1,3:57,Featherweight,0,1,0,0,0,2026,KO
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Jose Delano,Robert Ruchala,0,0,107,67,0,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Alessandro Costa,Stewart Nicoll,1,0,43,47,2,0,0,0,KO/TKO,Punch,2,4:56,Flyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Darrius Flowers,Lando Vannata,0,0,20,27,2,2,1,0,KO/TKO,Punches,2,0:52,Lightweight,0,0,0,0,0,2026,KO
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Alice Pereira,Hailey Cowan,1,0,32,31,0,2,0,0,KO/TKO,Knee,2,4:24,Women's Bantamweight,0,0,1,0,0,2026,KO
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Tresean Gore,Azamat Bekoev,0,1,78,70,2,2,1,0,SUB,Guillotine Choke,3,3:27,Middleweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Moicano vs. Duncan,2026-04-04,"Las Vegas, Nevada, USA",WIN,Kai Kamaka III,Dakota Hope,0,1,105,106,0,1,0,0,S-DEC,,3,5:00,Lightweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Joe Pyfer,Israel Adesanya,0,0,36,42,2,0,0,0,KO/TKO,Punches,2,4:18,Middleweight,0,0,1,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Alexa Grasso,Maycee Barber,1,0,12,5,0,0,1,0,KO/TKO,Punch,1,2:42,Women's Flyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Michael Chiesa,Niko Price,0,0,0,1,1,1,1,0,SUB,Rear Naked Choke,1,1:03,Welterweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Lerryan Douglas,Julian Erosa,2,0,29,17,0,0,0,0,KO/TKO,Punches,1,3:33,Featherweight,0,0,0,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Yousri Belgaroui,Mansur Abdul-Malik,2,0,94,16,0,3,0,0,KO/TKO,Knee,3,3:39,Middleweight,0,0,0,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Terrance McKinney,Kyle Nelson,0,0,13,1,0,0,0,0,KO/TKO,Punches,1,0:24,Lightweight,0,0,0,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Tofiq Musayev,Ignacio Bahamondes,0,1,34,32,3,0,0,2,U-DEC,,3,5:00,Lightweight,0,1,0,0,0,2026,UDEC
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Lance Gibson Jr.,Chase Hooper,1,0,13,11,0,0,0,0,KO/TKO,Knees,1,2:56,Lightweight,0,0,0,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Tyrell Fortune,Marcin Tybura,0,0,30,47,3,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Casey O'Neill,Gabriella Fernandes,1,0,25,8,0,0,0,0,KO/TKO,Punches,1,3:11,Women's Flyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Navajo Stirling,Bruno Lopes,1,0,63,28,0,0,0,0,KO/TKO,Punches,2,4:05,Light Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Adesanya vs. Pyfer,2026-03-28,"Seattle, Washington, USA",WIN,Alexia Thainara,Bruna Brasil,0,0,73,37,6,0,2,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Luke Riley,Michael Aswell Jr.,0,0,100,61,0,1,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Michael Page,Sam Patterson,0,0,27,12,0,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Iwo Baraniewski,Austen Lane,1,0,10,0,0,0,0,0,KO/TKO,Punch,1,0:28,Light Heavyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Christian Leroy Duncan,Roman Dolidze,0,0,54,10,0,3,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Danny Silva,Kurtis Campbell,2,0,16,17,1,2,0,0,KO/TKO,Punches,2,0:31,Featherweight,0,0,0,0,0,2026,KO
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Mason Jones,Axel Sola,0,0,110,65,0,3,0,0,U-DEC,,3,5:00,Lightweight,0,1,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Nathaniel Wood,Losene Keita,0,0,67,52,0,0,0,0,S-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Mario Pinto,Felipe Franco,0,0,34,21,2,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Mantas Kondratavicius,Antonio Trocoli,1,0,75,17,2,1,1,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Brando Pericic,Louie Sutherland,0,0,19,9,0,1,0,0,KO/TKO,Punches,1,1:48,Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Abdul-Kareem Al-Selwady,Shem Rock,0,0,81,47,0,1,0,0,U-DEC,,3,5:00,Lightweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",WIN,Shanelle Dyer,Ravena Oliveira,0,0,49,26,1,0,0,0,KO/TKO,Punches,2,1:17,Women's Strawweight,0,0,1,0,0,2026,KO
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Kevin Vallejos,Josh Emmett,2,0,36,3,0,0,0,0,KO/TKO,Punches,1,3:33,Featherweight,0,0,1,0,0,2026,KO
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Gillian Robertson,Amanda Lemos,0,0,12,42,3,1,0,1,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Jose Delgado,Andre Fili,0,0,94,62,1,4,0,0,S-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Marwan Rahiki,Harry Hardwick,0,0,90,65,0,0,0,0,KO/TKO,,2,5:00,Featherweight,0,1,0,0,0,2026,KO
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Ion Cutelaba,Oumar Sy,0,0,14,5,1,0,1,0,SUB,Guillotine Choke,1,4:24,Light Heavyweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Charles Johnson,Bruno Silva,0,0,85,73,0,0,0,0,S-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Myktybek Orolbai,Chris Curtis,0,0,20,12,19,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Vitor Petrino,Steven Asplund,0,1,92,61,0,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Elijah Smith,SuYoung You,1,0,16,3,0,4,1,0,SUB,Rear Naked Choke,2,1:04,Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Manoel Sousa,Bolaji Oki,2,0,71,84,0,1,1,0,KO/TKO,Punch,3,4:12,Lightweight,0,0,1,0,0,2026,KO
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Eryk Anders,Brad Tavares,0,1,35,48,3,0,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Bia Mesquita,Montse Rendon,0,0,18,0,1,0,1,0,SUB,Rear Naked Choke,1,2:07,Women's Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Hecher Sosa,Luan Lacerda,0,0,104,62,0,4,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"Las Vegas, Nevada, USA",WIN,Piera Rodriguez,Sam Hughes,0,0,107,77,1,0,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Charles Oliveira,Max Holloway,0,0,50,26,5,0,4,0,U-DEC,,5,5:00,Lightweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Caio Borralho,Reinier de Ridder,0,0,57,55,1,2,0,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Raul Rosas Jr.,Rob Font,0,0,8,10,16,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Drew Dober,Michael Johnson,1,0,22,27,0,0,0,0,KO/TKO,Punch,2,1:53,Lightweight,0,0,1,0,0,2026,KO
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Gregory Rodrigues,Brunno Ferreira,1,0,2,2,0,0,0,0,KO/TKO,Punch,1,1:47,Middleweight,0,0,1,0,0,2026,KO
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Cody Garbrandt,Xiao Long,0,0,28,59,0,1,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Donte Johnson,Cody Brundage,0,0,45,31,0,2,0,0,S-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,SDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Alberto Montes,Ricky Turcios,0,0,32,22,0,0,1,0,SUB,Anaconda Choke,2,0:40,Featherweight,0,0,1,0,0,2026,SUB
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Nyamjargal Tumendemberel,Cody Durden,0,0,25,8,4,3,1,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Sumudaerji,Jesus Aguilar,0,0,62,31,4,1,0,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Diyar Nurgozhay,Rafael Tobias,0,0,94,39,0,2,0,1,U-DEC,,3,5:00,Light Heavyweight,0,0,0,0,0,2026,UDEC
UFC 326: Holloway vs. Oliveira 2,2026-03-07,"Las Vegas, Nevada, USA",WIN,Rodolfo Bellato,Luke Fernandez,1,0,30,16,0,0,0,0,KO/TKO,Punches,1,2:42,Light Heavyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Lone'er Kavanagh,Brandon Moreno,0,0,97,79,0,0,0,0,U-DEC,,5,5:00,Flyweight,0,0,1,0,0,2026,UDEC
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,David Martinez,Marlon Vera,0,0,71,42,2,0,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,King Green,Daniel Zellhuber,1,0,86,17,3,0,0,1,KO/TKO,Punches,2,4:55,Lightweight,0,0,0,0,0,2026,KO
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Edgar Chairez,Felipe Bunes,0,0,66,54,0,1,0,0,S-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Imanol Rodriguez,Kevin Borjas,1,2,46,22,1,0,0,0,KO/TKO,Punch,2,4:21,Flyweight,0,0,1,0,0,2026,KO
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Santiago Luna,Angel Pacheco,0,0,131,56,5,1,1,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Ryan Gandra,Jose Daniel Medina,1,0,14,0,0,0,0,0,KO/TKO,Punches,1,0:41,Middleweight,0,0,0,0,0,2026,KO
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Ailin Perez,Macy Chiasson,0,0,27,8,6,0,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Cristian Quinonez,Kris Moutinho,0,0,38,28,7,0,2,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Javier Reyes,Douglas Silva de Andrade,1,0,46,17,1,0,0,0,KO/TKO,Punches,1,4:59,Featherweight,0,0,0,0,0,2026,KO
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Francis Marshall,Erik Silva,0,0,3,5,1,0,1,0,SUB,Rear Naked Choke,1,2:29,Featherweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Moreno vs. Kavanagh,2026-02-28,"Mexico City, Distrito Federal, Mexico",WIN,Damian Pinas,Wes Schultz,2,0,15,3,0,0,0,0,KO/TKO,Punch,1,2:30,Middleweight,0,0,0,0,0,2026,KO
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Sean Strickland,Anthony Hernandez,1,0,110,55,0,0,0,0,KO/TKO,Punches,3,2:23,Middleweight,0,0,1,0,0,2026,KO
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Uros Medic,Geoff Neal,1,0,10,3,0,0,0,0,KO/TKO,Punch,1,1:19,Welterweight,0,0,1,0,0,2026,KO
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Melquizael Costa,Dan Ige,1,0,19,7,1,1,0,0,KO/TKO,Spinning Back Kick,1,4:56,Featherweight,0,0,1,0,0,2026,KO
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Serghei Spivac,Ante Delija,0,0,67,61,1,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Jacobe Smith,Josiah Harrell,0,0,33,7,2,0,0,0,KO/TKO,Punches,1,3:01,Welterweight,0,0,1,0,0,2026,KO
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Michel Pereira,Zach Reese,0,0,63,74,2,1,0,1,S-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Carlos Leal,Chidi Njokuani,0,0,115,120,0,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",NC NC,Ode Osbourne,Alibi Idiris,0,0,32,30,0,5,0,0,Overturned,,3,5:00,Flyweight,0,0,0,0,0,2026,DRAW
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Alden Coria,Luis Gurule,0,0,79,50,1,1,0,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Joselyne Edwards,Nora Cornolle,0,0,19,20,2,0,1,0,SUB,Rear Naked Choke,2,2:44,Women's Bantamweight,0,0,0,0,0,2026,SUB
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Punahele Soriano,Ramiz Brahimaj,0,0,40,38,3,3,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Jean-Paul Lebosnoyani,Phil Rowe,0,0,66,54,3,0,2,0,S-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Jordan Leavitt,Yadier del Valle,0,0,17,13,4,0,0,0,U-DEC,,3,5:00,Featherweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Strickland vs. Hernandez,2026-02-21,"Houston, Texas, USA",WIN,Carli Judice,Juliana Miller,0,0,79,36,0,2,0,1,U-DEC,,3,5:00,Women's Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Mario Bautista,Vinicius Oliveira,0,0,15,12,5,0,1,0,SUB,Rear Naked Choke,2,4:46,Bantamweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Kyoji Horiguchi,Amir Albazi,0,0,73,16,0,0,0,0,U-DEC,,3,5:00,Flyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Rizvan Kuniev,Jailton Almeida,0,0,43,31,0,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Michal Oleksiejczuk,Marc-Andre Barriault,0,0,140,77,1,0,0,0,U-DEC,,3,5:00,Middleweight,0,1,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Farid Basharat,Jean Matsumoto,0,0,80,76,2,7,0,0,S-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,SDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Dustin Jacoby,Julius Walker,1,0,42,7,0,3,0,0,KO/TKO,Punches,2,1:42,Light Heavyweight,0,0,0,0,0,2026,KO
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Daniil Donchenko,Alex Morono,1,0,100,40,0,0,0,0,U-DEC,,3,5:00,Welterweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Nikolay Veretennikov,Niko Price,0,0,19,9,0,0,0,0,KO/TKO,Punches,1,1:42,Welterweight,0,0,0,0,0,2026,KO
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Ketlen Souza,Bruna Brasil,0,0,33,31,1,1,0,0,U-DEC,,3,5:00,Women's Strawweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Javid Basharat,Gianni Vazquez,1,0,59,24,3,0,0,2,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Jakub Wiklacz,Muin Gafurov,0,0,56,79,0,2,2,0,SUB,Guillotine Choke,3,4:59,Bantamweight,0,0,1,0,0,2026,SUB
UFC Fight Night: Bautista vs. Oliveira,2026-02-07,"Las Vegas, Nevada, USA",WIN,Klaudia Sygula,Priscila Cachoeira,0,0,151,99,0,1,0,0,U-DEC,,3,5:00,Women's Bantamweight,0,0,0,0,0,2026,UDEC
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Alexander Volkanovski,Diego Lopes,0,0,98,70,2,2,1,0,U-DEC,,5,5:00,Featherweight,1,1,0,0,0,2026,UDEC
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Benoit Saint Denis,Dan Hooker,0,0,97,30,2,0,2,2,KO/TKO,Punches,2,4:45,Lightweight,0,0,0,0,0,2026,KO
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Mauricio Ruffy,Rafael Fiziev,1,0,55,36,0,0,0,0,KO/TKO,Punches,2,4:30,Lightweight,0,0,1,0,0,2026,KO
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Tallison Teixeira,Tai Tuivasa,0,0,51,42,3,0,0,0,U-DEC,,3,5:00,Heavyweight,0,0,0,0,0,2026,UDEC
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Quillan Salkilld,Jamie Mullarkey,0,0,5,1,2,1,1,0,SUB,Neck Crank,1,3:02,Lightweight,0,0,1,0,0,2026,SUB
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Billy Elekana,Junior Tafa,0,1,24,38,1,0,1,0,SUB,Rear Naked Choke,2,3:18,Light Heavyweight,0,0,0,0,0,2026,SUB
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Cam Rowston,Cody Brundage,0,0,57,29,0,0,0,0,KO/TKO,Punches,2,4:08,Middleweight,0,0,0,0,0,2026,KO
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Jacob Malkoun,Torrez Finney,1,0,117,27,2,0,3,0,U-DEC,,3,5:00,Middleweight,0,0,0,0,0,2026,UDEC
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Jonathan Micallef,Oban Elliott,0,0,19,40,1,0,1,0,SUB,Rear Naked Choke,2,3:31,Welterweight,0,0,0,0,0,2026,SUB
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Dom Mar Fan,Sangwook Kim,0,0,99,68,1,1,0,0,U-DEC,,3,5:00,Lightweight,1,0,0,0,0,2026,UDEC
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Keiichiro Nakamura,Sebastian Szalay,1,0,45,79,0,1,0,0,KO/TKO,Knee,3,3:48,Featherweight,1,0,0,0,0,2026,KO
UFC 325: Volkanovski vs. Lopes 2,2026-01-31,"Sydney, New South Wales, Australia",WIN,Lawrence Lui,Sulangrangbo,0,0,52,56,7,0,0,0,S-DEC,,3,5:00,Bantamweight,1,0,0,0,0,2026,SDEC
UFC 324: Gaethje vs. Pimblett,2026-01-24,"Las Vegas, Nevada, USA",WIN,Justin Gaethje,Paddy Pimblett,2,0,144,156,3,0,0,0,U-DEC,,5,5:00,Lightweight,1,1,0,0,0,2026,UDEC
UFC 324: Gaethje vs. Pimblett,2026-01-24,"Las Vegas, Nevada, USA",WIN,Sean O'Malley,Song Yadong,0,0,48,36,0,3,0,0,U-DEC,,3,5:00,Bantamweight,0,0,0,0,0,2026,UDEC
